ost,river,ostan,station,sal,abi,ertefa,arz,tool,code,mhr,abn,azr,dey,bah,esf,far,ord,khr,tir,mor,shr,rooz
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.008,0.012,0.066,0.311,0.328,0.346,0.409,0,0,0,0,0,1
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.008,0.012,0.072,0.312,0.329,0.346,0.321,0,0,0,0,0,2
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.009,0.012,0.079,0.312,0.329,0.347,0.332,0,0,0,0,0,3
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.009,0.012,0.102,0.313,0.33,0.347,0.275,0,0,0,0,0,4
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.009,0.015,0.217,0.313,0.331,0.348,0.249,0,0,0,0,0,5
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.01,0.016,0.233,0.314,0.331,0.348,0.298,0,0,0,0,0,6
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.01,0.017,0.233,0.314,0.332,0.349,0.252,0,0,0,0,0,7
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.01,0.022,0.249,0.315,0.332,0.332,0.252,0,0,0,0,0,8
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.009,0.024,0.24,0.316,0.333,0.352,0.244,0,0,0,0,0,9
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.009,0.026,0.249,0.316,0.333,0.367,0.189,0,0,0,0,0,10
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.009,0.029,0.257,0.317,0.334,0.377,0.12,0,0,0,0,0,11
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.01,0.033,0.266,0.317,0.335,0.38,0.125,0,0,0,0,0,12
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.011,0.031,0.249,0.318,0.335,0.363,0.121,0,0,0,0,0,13
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.015,0.031,0.225,0.318,0.336,0.321,0.109,0,0,0,0,0,14
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.015,0.031,0.217,0.319,0.336,0.352,0.052,0,0,0,0,0,15
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.015,0.029,0.257,0.32,0.337,0.387,0.047,0,0,0,0,0,16
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.015,0.031,0.279,0.32,0.337,0.398,0.008,0,0,0,0,0,17
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.014,0.033,0.311,0.321,0.338,0.355,0.007,0,0,0,0,0,18
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.014,0.033,0.311,0.321,0.339,0.353,0.007,0,0,0,0,0,19
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.014,0.031,0.292,0.322,0.339,0.344,0.007,0,0,0,0,0,20
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.012,0.031,0.302,0.323,0.34,1.26,0.021,0,0,0,0,0,21
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.011,0.031,0.301,0.323,0.34,1.34,0.009,0,0,0,0,0,22
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.011,0.033,0.292,0.324,0.341,1.22,0.002,0,0,0,0,0,23
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.012,0.033,0.311,0.324,0.342,2.98,0.005,0,0,0,0,0,24
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.014,0.033,0.311,0.325,0.342,1.36,0.012,0,0,0,0,0,25
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.015,0.04,0.352,0.325,0.343,0.628,0.012,0,0,0,0,0,26
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.015,0.039,0.374,0.326,0.343,0.486,0.01,0,0,0,0,0,27
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.013,0.045,0.331,0.327,0.344,0.495,0.01,0,0,0,0,0,28
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.012,0.063,0.321,0.327,0.344,0.409,0.007,0,0,0,0,0,29
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,0.012,0.06,0.331,0.328,0.345,,0.005,0,0,0,0,0,30
25,ÌœÌ »Ê ·Ìﬂ ç«Ì,«—œ»Ì·  -25,⁄„Ê ﬁÌ‰,1328,29,1385,38-15-07,47-10-40,19-022,,,,,,,0.002,0,0,0,0,0,31
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.318,0,0.924,0.062,0,0,1.36,0,0,0,0,0,1
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.119,0,1.14,0,0,0,1.31,0,0,0,0,0,2
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0,0,1.18,0,0,0,1.22,0,0,0,0,0,3
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0,0,1.31,0,0,0,1.11,0,0,0,0,0,4
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0,0,1.7,0.577,0,0,1.22,0,0,0,0,0,5
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.068,0,1.95,0.782,0,3.11,1.45,0,0,0,0,0,6
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.135,0,1.87,0,0,2.24,1.33,0,0,0,0,0,7
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.23,0,1.92,0,0,2.73,1.5,0,0,0,0,0,8
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.335,0,1.81,0,0,2.04,1.27,0,0,0,0,0,9
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.348,0,1.81,0,0,2.31,1.22,0,0,0,0,0,10
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.364,0.486,1.33,0,0,2.3,1.31,0,0,0,0,0,11
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.288,0.608,1.61,0,0,2.44,1.22,0,0,0,0,0,12
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.25,0.933,1.87,0,0,3.06,1.11,0,0,0,0,0,13
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.262,0.797,0.997,0,0,3.81,0.959,0,0,0,0,0,14
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.382,0.416,0.288,0,0,2.6,0.86,0,0,0,0,0,15
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.326,1.4,0.621,0,0,2.73,0.959,0,0,0,0,0,16
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.145,1.81,0.646,0,0,2.17,0.997,0,0,0,0,0,17
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.309,0.924,0.318,0,0,2.11,1.07,0,0,0,0,0,18
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.477,0.804,0.237,0,0,2.04,1.14,0,0,0,0,0,19
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.27,0.86,0.09,0,0,2.11,1.11,0,0,0,0,0,20
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.495,0.86,0,0,0,2.04,1.37,0,0,0,0,0,21
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.494,0.416,0,0,0,2.17,0.118,0,0,0,0,0,22
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.318,0.455,0,0,0,2.04,0.053,0,0,0,0,0,23
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.382,0.416,0,0,0,2.3,0.029,0,0,0,0,0,24
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.23,0.435,0,0,0,1.75,0.002,0,0,0,0,0,25
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.045,1.01,0,0,0,1.59,0.041,0,0,0,0,0,26
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0.011,0.589,0,0,0,1.64,0,0,0,0,0,0,27
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0,0.636,0.066,0,0,1.36,0.045,0,0,0,0,0,28
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0,0.583,0.007,0,0,1.22,0,0,0,0,0,0,29
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,0,1.07,0,0,0,,0,0,0,0.078,0,0,30
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,êÌ·«‰œÂ,1329,30,1332,38-18-26,48-21-43,19-055,,,,,,,0,0,0,0,0,0,31
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0,0.001,0.083,0.045,0.439,0.004,0.004,0.013,0,0,0,1
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0,0.001,0.087,0.041,0.457,0.001,0.002,0.013,0,0,0,2
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0,0.002,0.092,0.038,0.475,0.001,0,0.013,0,0,0,3
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0,0.002,0.096,0.034,0.494,0.001,0,0.018,0,0,0,4
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0,0.002,0.1,0.031,0.512,0.003,0,0.023,0,0,0,5
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0,0.002,0.104,0.027,0.53,0.004,0,0.023,0,0,0,6
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0,0.002,0.108,0.024,0.508,0.005,0,0.023,0,0,0,7
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0,0.002,0.112,0.02,0.485,0.002,0,0.035,0,0,0,8
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0,0.002,0.116,0.038,0.463,0.002,0,0.018,0,0,0,9
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0,0.002,0.12,0.056,0.44,0.333,0,0.009,0,0,0,10
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0,0.002,0.116,0.075,0.418,0.253,0,0.001,0,0,0,11
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0,0.006,0.113,0.093,0.396,0.275,0,0.011,0,0,0,12
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0,0.01,0.109,0.111,0.373,0.063,0,0.006,0,0,0,13
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0,0.014,0.106,0.129,0.351,0.009,0,0.006,0,0,0,14
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0,0.018,0.102,0.147,0.329,0.001,0,0.006,0,0,0,15
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0,0.022,0.099,0.166,0.306,0,0,0.004,0,0,0,16
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0.001,0.026,0.095,0.184,0.284,0,0,0.002,0,0,0,17
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0.001,0.03,0.091,0.202,0.261,0,0,0,0,0,0,18
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0.001,0.035,0.088,0.22,0.239,0.001,0,0,0,0,0,19
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0.001,0.039,0.084,0.239,0.217,0.001,0,0,0,0,0,20
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0.001,0.043,0.081,0.257,0.194,0.002,0.002,0,0,0,0,21
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0.001,0.047,0.077,0.275,0.172,0.002,0.002,0,0,0,0,22
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0.001,0.051,0.074,0.293,0.15,0.002,0.002,0,0,0,0,23
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0.001,0.055,0.07,0.311,0.127,0.031,0.004,0,0,0,0,24
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0.001,0.059,0.066,0.33,0.105,0.104,0.006,0,0,0,0,25
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0.001,0.063,0.063,0.348,0.082,0.113,0.003,0,0,0,0,26
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0.001,0.067,0.059,0.366,0.06,0.047,0.003,0,0,0,0,27
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0.001,0.071,0.056,0.384,0.006,0.004,0.009,0,0,0,0,28
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0.001,0.075,0.052,0.403,0.004,0.001,0.009,0,0,0,0,29
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,0,0.001,0.079,0.049,0.421,,0.001,0.013,0,0,0,0,30
25,ﬁÊ—Ì ç«Ì,«—œ»Ì·  -25,ﬂÊ“Â  Å—«ﬁÌ,1330,31,1394,7/28/1938,48-22-01,19-059,,,,,,,0.005,0.013,0,0,0,0,31
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0,0.117,0.005,0.001,0,0,0,1
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0,0.106,0.005,0.001,0,0,0,2
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0,0.096,0.01,0.001,0,0,0,3
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0,0.069,0.007,0.001,0,0,0,4
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0,0.077,0.002,0.001,0,0,0,5
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0,0.052,0.004,0,0,0,0,6
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.128,0.052,0.005,0,0,0,0,7
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.117,0.045,0.002,0,0,0,0,8
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.14,0.053,0.002,0,0,0,0,9
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.167,0.038,0.004,0,0,0,0,10
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.227,0.027,0.002,0,0,0,0,11
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.436,0.027,0.002,0,0,0,0,12
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.723,0.017,0.002,0,0,0,0,13
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.713,0.01,0.002,0,0,0,0,14
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.455,0.01,0.002,0,0,0,0,15
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.502,0.017,0.002,0,0,0,0,16
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.478,0.017,0.002,0,0,0,0,17
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.502,0.017,0.002,0,0,0,0,18
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.655,0.014,0.002,0,0,0,0,19
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.74,0.01,0.002,0,0,0,0,20
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.77,0.01,0.002,0,0,0,0,21
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.77,0.01,0.001,0,0,0,0,22
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.772,0.01,0.001,0,0,0,0,23
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.628,0.01,0.001,0,0,0,0,24
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.457,0.01,0.001,0,0,0,0,25
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.257,0.005,0.001,0,0,0,0,26
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.225,0.005,0.001,0,0,0,0,27
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.242,0.005,0.001,0,0,0,0,28
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,0.14,0.005,0.001,0,0,0,0,29
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,0,0,0,0,0,,0.005,0.001,0,0,0,0,30
25,”Ê·« ç«Ì,«—œ»Ì·  -25,”Ê·«,1331,32,1352,38-23-14,48-29-04,19-097,,,,,,,0.005,0.001,0,0,0,0,31
25,‰„Ì‰ ç«Ì,«—œ»Ì·  -25,‰„Ì‰,1332,33,1459,38-25-45,48-29-06,19-099,0,0,0,0,0.01,0.021,0.326,0,0,0,0,0,1
25,‰„Ì‰ ç«Ì,«—œ»Ì·  -25,‰„Ì‰,1332,33,1459,38-25-45,48-29-06,19-099,0,0,0,0,0.011,0.021,0.326,0,0,0,0,0,2
25,‰„Ì‰ ç«Ì,«—œ»Ì·  -25,‰„Ì‰,1332,33,1459,38-25-45,48-29-06,19-099,0,0,0,0,0.011,0.021,0.326,0,0,0,0,0,3
25,‰„Ì‰ ç«Ì,«—œ»Ì·  -25,‰„Ì‰,1332,33,1459,38-25-45,48-29-06,19-099,0,0,0,0.001,0.011,0.021,0.326,0,0,0,0,0,4
