ost,river,ostan,station,sal,abi,ertefa,arz,tool,code,mhr,abn,azr,dey,bah,esf,far,ord,khr,tir,mor,shr,rooz
25,‘«Â—Êœ ç«Ì,«—œ»Ì·  -25,œ—Ê,1373,74,1651,37-24-38,48-41-48,17-133,0.46,0.7,0.46,0.41,0.29,0.86,3.07,3.07,1.02,0.41,0.23,0.11,27
25,‘«Â—Êœ ç«Ì,«—œ»Ì·  -25,œ—Ê,1373,74,1651,37-24-38,48-41-48,17-133,0.46,0.78,0.46,0.41,0.29,0.94,3.07,2.81,1.02,0.41,0.23,0.05,28
25,‘«Â—Êœ ç«Ì,«—œ»Ì·  -25,œ—Ê,1373,74,1651,37-24-38,48-41-48,17-133,0.52,0.64,0.35,0.41,0.29,1.1,3.07,2.9,1.1,0.41,0.29,0.05,29
25,‘«Â—Êœ ç«Ì,«—œ»Ì·  -25,œ—Ê,1373,74,1651,37-24-38,48-41-48,17-133,0.46,0.64,0.35,0.35,0.35,,3.3,2.63,1.02,0.41,0.23,0.05,30
25,‘«Â—Êœ ç«Ì,«—œ»Ì·  -25,œ—Ê,1373,74,1651,37-24-38,48-41-48,17-133,,,,,,,4.2,2.63,1.02,0.35,0.29,0.05,31
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.66,0.52,1,1.49,1.41,1.33,1.41,2.36,0.78,0.91,0.57,0.66,1
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.61,0.47,0.96,1.49,1.41,1.33,1.49,2.5,0.78,0.78,0.61,0.66,2
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.61,0.47,0.96,1.41,1.49,1.33,1.49,2.5,0.7,0.78,0.66,0.61,3
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.66,0.44,0.91,1.41,1.41,1.33,1.49,2.5,0.7,0.78,0.7,0.61,4
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.61,0.44,0.96,1.41,1.41,1.33,1.41,2.5,0.7,0.83,0.7,0.61,5
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.57,0.44,0.96,1.41,1.41,1.41,1.49,2.5,0.66,0.87,0.7,0.57,6
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.57,0.44,0.96,1.49,1.41,1.41,1.49,2.5,0.74,1,0.7,0.66,7
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.54,0.44,1,1.49,1.41,1.66,1.66,2.5,0.7,0.96,0.7,0.66,8
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.52,0.66,1,1.49,1.41,1.33,2.91,2.5,0.73,1.16,0.7,0.7,9
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.52,0.66,1,1.49,1.33,1.33,2.91,2.5,0.74,1,0.7,0.66,10
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.52,0.66,0.96,1.49,1.33,1.33,3.04,2.5,0.98,0.83,0.61,0.7,11
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.52,0.66,0.96,1.49,1.49,1.33,3.04,2.23,0.78,0.66,0.54,0.61,12
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.52,0.66,1,1.41,1.41,1.57,3.04,2.23,0.83,0.66,0.54,0.66,13
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.52,0.66,1,1.41,1.49,1.57,2.09,2.23,0.96,0.61,0.54,0.66,14
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.52,0.61,1,1.41,1.49,1.66,2.09,2.23,0.87,0.61,0.54,0.7,15
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.52,0.61,1,1.49,1.49,1.74,2.35,2.23,0.91,0.66,0.57,0.74,16
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.52,0.54,1.49,1.49,1.49,1.66,3.34,2.23,0.91,0.66,0.54,0.74,17
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.52,1.1,1.49,1.49,1.96,1.74,3.34,2.5,0.61,0.7,0.54,0.74,18
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.54,1.51,1.66,1.49,1.33,1.82,3.34,2.5,0.7,0.7,0.54,0.74,19
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.54,1.33,1.66,1.49,1.33,1.82,3.5,2.64,1,0.74,0.54,0.74,20
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.54,1.25,1.49,1.49,1.33,1.82,3.5,2.91,0.87,0.66,0.54,0.74,21
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.54,1.25,1.41,1.66,1.33,1.82,3.18,2.5,0.83,0.74,0.54,0.74,22
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.54,1.41,1.41,1.49,1.41,1.96,3.34,2.77,0.83,0.74,0.54,0.7,23
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.54,1.33,1.41,1.41,1.41,1.96,3.34,2.64,1,0.74,0.54,0.7,24
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.52,1.41,1.41,1.49,1.41,1.96,3.5,2.64,0.91,0.74,0.54,0.7,25
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.52,1.33,1.66,1.49,1.41,2.09,3.18,2.64,1,0.7,0.54,0.7,26
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.52,1.41,1.57,1.49,1.49,1.66,2.91,1.33,0.96,0.61,0.54,0.7,27
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.52,1.41,1.41,1.49,1.41,1.49,2.77,1.41,0.96,0.61,0.57,0.7,28
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.54,1.25,1.49,1.41,1.33,1.41,2.91,0.83,1.25,0.57,0.57,0.7,29
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,0.52,1.08,1.49,1.41,1.33,,2.91,0.91,1,0.57,0.57,0.66,30
25,‰Ì—ç«Ì,«—œ»Ì·  -25,‰Ì—,1373,74,1624,38-02-02.1,47-59-38,19-051,,,,,,,2.64,0.91,1.08,0.57,0.66,0.66,31
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,1.7,4.46,7.48,11.1,8.26,9.82,24,27.6,5.3,2.06,0.27,0.01,1
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,1.59,3.9,7.09,11.1,8.26,11.6,25.4,23.3,5.02,1.7,0.23,0.01,2
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,1.59,3.72,6.7,11.1,8.65,12.1,20.6,18.7,6.6,1.47,0.2,0.01,3
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,1.7,3.38,7.09,11.1,9.04,13.6,18.7,15.65,6.42,1.59,0.17,0.01,4
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,1.82,3.38,6.7,10.6,9.04,13.6,17.5,12.1,4.46,1.47,0.14,0.01,5
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,1.94,3.38,7.48,10.6,9.43,13.1,18.1,10.21,3.9,1,0.11,0.01,6
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,1.82,3.04,7.48,10.2,9.43,13.6,24,11.1,3.55,0.88,0.07,0.01,7
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,3.9,2.86,7.48,7.87,9.82,13.6,29,16.2,3.21,0.72,0.04,0.01,8
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,4.18,2.69,7.48,7.09,10.2,16.9,35.3,15.1,2.52,0.68,0.01,0.02,9
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,3.9,2.52,8.26,7.09,11.1,21.7,41.8,14.1,2.18,0.68,0.01,0.02,10
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,3.9,2.35,7.87,7.09,11.1,21.2,50.1,16.2,6.03,0.68,0.01,0.02,11
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,3.55,2.18,8.26,8.65,10.6,20,53.8,15.65,4.8,0.68,0.01,0.02,12
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,3.04,2.18,8.65,9.04,8.26,21.2,56.3,17.5,15.1,0.58,0.01,0.02,13
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,3.04,2.18,9.04,10.2,9.82,26.1,57.3,28.4,12.8,0.56,0.01,0.02,14
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,3.04,2.18,9.04,9.82,9.82,26.1,55.7,23.3,14.4,0.55,0.01,0.02,15
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,3.21,2.35,9.04,9.43,10.6,25.4,54.8,20.3,13.1,0.53,0.01,0.02,16
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,3.55,3.72,9.04,7.87,9.82,29.7,52.8,19.4,10.6,0.53,0.01,0.02,17
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,5.86,4.46,8.65,9.04,10.2,41.9,48.6,21.2,7.87,0.54,0.01,0.02,18
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,5.86,6.14,9.04,9.04,8.65,51.8,42.7,19.4,7.48,0.6,0.01,0.02,19
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,5.02,7.09,9.04,9.04,9.82,42.1,41.8,15.1,7.87,0.59,0.01,0.02,20
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,4.18,8.65,9.04,8.65,9.82,29.8,41,13.1,8.65,0.56,0.01,0.02,21
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,3.72,9.04,9.04,9.04,10.2,24.7,33.7,12.6,8.26,0.56,0.01,0.02,22
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,3.9,9.82,9.04,8.26,11.1,20,36.1,13.6,7.48,0.55,0.01,0.02,23
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,3.9,9.43,9.04,7.48,9.82,20,32.9,15.1,7.09,0.52,0.01,0.02,24
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,3.72,8.65,14.1,8.48,8.26,18.1,26.9,16.9,6.42,0.49,0.01,0.02,25
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,8.26,8.65,15.1,8.26,10.2,16.2,21.9,13.6,5.3,0.46,0.01,0.02,26
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,7.48,9.04,14.6,7.87,9.43,16.2,21.9,11.6,4.18,0.43,0.01,0.02,27
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,6.7,8.65,14.6,7.87,7.48,16.9,22.6,9.43,3.55,0.39,0.01,0.02,28
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,5.86,7.87,13.6,7.87,9.43,18.7,25.4,8.26,2.86,0.36,0.01,0.02,29
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,5.3,7.48,12.6,7.48,9.43,,25.4,7.87,2.18,0.33,0.01,0.02,30
25,ﬁ—Â ”Ê,«—œ»Ì·  -25,œÊ”  »Ìê·Ê,1373,74,780,38-33-02,47-32-18,19-065,,,,,,,22.6,6.7,2.18,0.3,0.01,0.02,31
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.21,2.65,6.1,6.5,6.3,5.7,9,9.27,2.76,1.1,1.02,1.14,1
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.43,2.65,5.5,6.3,6.3,5.7,14.4,9,2.43,1.18,1.06,1.3,2
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.21,2.76,6.5,6.7,6.3,5.7,9.27,10.3,2.43,1.22,1.22,1.3,3
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.32,2.65,6.5,6.7,5.7,5.7,9.81,10,2.43,1.14,1.06,1.38,4
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.32,2.76,6.7,6.7,5.7,5.7,9.27,9.81,2.1,1.1,1.22,1.54,5
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.21,2.98,6.5,6.93,5.7,5.9,9.27,8.77,2.21,1.18,1.22,1.46,6
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.21,3.8,6.7,7.16,5.7,6.1,9.27,8.54,2.32,1.62,1.22,1.46,7
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.02,3.8,6.7,7.16,5.5,6.5,9,7.85,2.65,1.62,1.14,1.3,8
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.02,3.8,6.7,7.16,5.7,7.16,9.27,7.85,2.21,1.54,1.1,1.3,9
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.21,5.1,6.93,7.16,5.9,6.93,15.5,8.31,2.32,1.46,1.1,1.38,10
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.32,5.1,6.5,6.93,5.9,7.16,28.9,8.54,2.87,1.38,1.06,1.46,11
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.43,5.1,6.5,7.39,5.7,6.7,31.5,6.7,2.76,1.3,1.1,1.54,12
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.54,5.1,6.93,10.3,5.3,7.16,45,6.1,2.98,1.22,1.1,1.7,13
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.43,5.1,6.93,7.62,5.9,7.16,17,5.5,2.65,1.18,1.1,1.86,14
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.32,5.1,6.5,7.85,5.3,7.85,10.6,5.7,2.32,1.18,1.14,1.86,15
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.43,4.9,6.5,8.08,5.1,12.9,12.3,6.3,2.1,1.18,1.18,1.86,16
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.43,4.9,6.7,7.39,5.3,11,12.9,5.9,1.86,1.14,1.1,2.1,17
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.21,4.9,6.93,6.93,5.1,9,13.1,5.1,1.86,1.1,1.3,1.86,18
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.32,5.3,6.7,6.5,5.1,9,15.2,3.65,1.7,1.14,1.26,1.86,19
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.21,5.7,6.5,6.3,5.1,8.77,13.8,3.09,1.38,1.1,1.26,1.86,20
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.02,5.9,6.5,6.1,5.1,9,13.5,2.87,1.26,1.14,1.18,1.86,21
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.02,5.7,6.7,6.1,5.3,9,12.6,2.32,1.18,1.1,1.18,1.86,22
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.1,5.9,6.3,5.9,5.3,9,12,2.1,1.18,1.06,1.18,1.86,23
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.1,6.3,6.7,6.1,5.3,8.77,10.8,3.35,1.14,0.98,1.06,1.86,24
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.21,6.1,6.1,6.1,5.5,9.27,11.1,2.54,1.1,1.02,1.06,1.78,25
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.21,6.3,6.5,7.85,5.7,9,10.6,4.25,1.14,1.1,1.18,1.78,26
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.21,6.1,6.7,6.7,6.1,8.31,10.8,6.1,1.14,1.1,1.1,1.86,27
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.32,6.1,6.5,6.7,6.1,8.77,11.4,3.5,1.14,1.02,1.18,1.86,28
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.76,6.3,5.9,6.7,6.1,8.77,10.6,3.35,1.14,1.06,1.14,1.86,29
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,2.87,6.1,6.1,6.1,5.7,,9.27,2.98,1.1,1.06,1.14,1.94,30
25,»«·Œ·Ê ç«Ì,«—œ»Ì·  -25,Å· «·„«”,1373,74,1440,8/16/1938,11/19/1948,19-053,,,,,,,9.27,2.98,1.14,1.06,1.14,2.1,31
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,4.4,6,51.44,52.86,46.29,32.5,147.55,55.26,34.92,4.8,1.89,1.52,1
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,3.6,5.6,52.86,57.48,40.2,31.8,160.7,52.42,32.88,4.2,1.88,1.51,2
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,6.4,5.6,52.86,59.26,39.2,32.5,191.17,51,32.88,11.76,1.87,1.5,3
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,7.16,5.6,54.28,61.04,39.2,32.5,178.29,55.26,37.98,8.66,1.86,1.49,4
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,7.42,6.22,54.28,66.38,37.2,32.5,169.3,58.1,27.94,8.66,1.85,1.48,5
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,6.79,6.22,54.28,66.38,34.2,32.5,147.55,53.84,27.08,9.9,1.83,1.46,6
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,6.11,6.56,55.7,64.6,34.2,32.5,142.7,52.42,32.88,14.44,1.82,1.45,7
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,6.4,6.67,48.6,69.94,33.2,32.5,131.2,52.42,52.42,12.38,1.81,1.44,8
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,4.4,6.79,48.6,71.72,33.2,32.5,165.4,49.8,52.42,11.14,1.8,1.43,9
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,3.2,7.68,47.18,71.72,35.2,33.2,162.85,48.6,41.4,10.52,1.79,1.42,10
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,3.6,9.24,50.02,69.94,35.2,33.2,170.5,73.35,34.92,10.52,1.77,1.4,11
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,5.6,11.34,50.02,75.6,33.2,40.2,195.25,89.32,33.9,8.66,1.76,1.39,12
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,8.98,13.64,50.02,79.8,44.23,42.2,220.5,76.88,34.92,8.04,1.75,1.38,13
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,18.24,18.93,48.6,94.5,44.23,43.2,202.5,63.78,32.88,8.04,1.74,1.37,14
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,26.4,19.62,48.6,74.6,43.2,44.23,166.4,59.52,28.8,6.2,1.73,1.36,15
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,25.5,21.9,47.18,84.1,38.2,64.3,128.9,60.94,24.51,5.2,1.71,1.35,16
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,23.7,21,44.34,88.65,34.2,78.4,109.1,58.1,22.79,4.2,1.7,1.33,17
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,22.8,18.93,47.18,82.2,36.2,88.65,100.5,55.26,26.23,3.2,1.69,1.32,18
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,17.55,17.55,50.02,54.85,37.2,124.3,102.65,49.8,18.05,3.2,1.68,1.31,19
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,9.96,18.24,51.44,52.47,39.2,124.3,109.1,45,16.61,2.6,1.67,1.31,20
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,8.98,19.62,50.02,48.35,37.2,113.4,106.95,37.98,14.44,2.6,1.66,1.31,21
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,8.72,27.3,51.44,47.32,37.2,122,106.93,38.23,13,2,1.64,1.31,22
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,7.42,29.1,52.86,44.23,36.2,126.6,96.7,53.98,9.9,2,1.63,1.31,23
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,6.45,35.75,52.86,43.2,37.2,126.6,91,48.49,9.28,1.99,1.62,1.31,24
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,6.45,38.05,54.28,41.2,40.2,122,83.4,39,8.04,1.98,1.61,1.31,25
25,œ—Â —Êœ,«—œ»Ì·  -25,»—«‰,1373,74,244,39-17-41,47-31-08,19-071,6.45,42.92,54.28,41.2,37.2,128.9,78.24,55.26,6.8,1.96,1.6,1.31,26
